posCode	x	y	z	wx	wy	wz	AreaFactor	NumberFactor	wx/wz	wy/wz	SymmetricNumber	color	colorcode
2,-2_4,-4_6,-6	0.192360366	-0.192185292	0.961990515	0.192271787	-0.192273124	0.962156763	0.021961303	4	0.199834158	-0.199835548	1	27	0xD0426E
2,-2_4,-4_6,-7	0.191513575	-0.215751899	0.957234749	0.191216373	-0.218177189	0.956867103	0.004941219	2	0.199835873	-0.228012007	2	7	0x3E6E6C
2,-2_4,-4_7,-5	0.21683527	-0.167653011	0.961534143	0.219231867	-0.165194659	0.961497888	0.001158606	3	0.228010763	-0.171809695	4	23	0x27DC4F
2,-2_4,-4_7,-6	0.215891508	-0.191265191	0.957253722	0.218176769	-0.191216503	0.956867136	0.004939651	2	0.228011561	-0.199836002	2	17	0x04C315
2,-2_4,-4_7,-7	0.214928678	-0.214664039	0.952579429	0.216990651	-0.216991217	0.951664046	0.001111583	1	0.22801182	-0.228012415	4	8	0x9D1E9C
2,-2_4,-5_5,-7	0.167575681	-0.224359406	0.959751692	0.164801346	-0.229363921	0.959158659	0.002393186	3	0.17181865	-0.239130324	2	20	0x46269E
2,-2_4,-5_6,-7	0.19109023	-0.223418235	0.95548818	0.190756993	-0.228267732	0.954562064	0.010207918	2	0.199837182	-0.239133463	1	14	0xC013DC
2,-2_4,-5_7,-7	0.214490032	-0.222293273	0.950856332	0.216474556	-0.227033547	0.949396144	0.002296671	1	0.228012887	-0.239134684	2	4	0x7EE018
2,-2_5,-3_7,-4	0.225783337	-0.121248133	0.966361628	0.230768712	-0.123572686	0.964999333	0.002453291	4	0.239138727	-0.128054686	2	35	0xB003BA
2,-2_5,-3_7,-5	0.224562378	-0.159430347	0.961017545	0.229757903	-0.15423084	0.960778654	0.005027827	3	0.239137185	-0.160526922	1	3	0x772E10
2,-2_5,-4_7,-5	0.224292259	-0.167358281	0.959804059	0.229367799	-0.164797253	0.959158377	0.002393778	3	0.239134437	-0.171814434	2	37	0x2CD9B1
2,-2_5,-4_7,-6	0.223304196	-0.190916963	0.955552213	0.228272409	-0.190758182	0.954560699	0.010209658	2	0.239138705	-0.199838714	1	11	0x5D8DF5
2,-2_5,-4_7,-7	0.22224786	-0.214298496	0.95091317	0.227039043	-0.216475209	0.949394702	0.002297963	1	0.239140836	-0.228013921	2	12	0xFE2284
2,-2_5,-5_7,-7	0.221801121	-0.221911314	0.949199391	0.226501545	-0.226496811	0.947142743	0.004747916	1	0.239141931	-0.239136933	1	2	0x1C5F5E
2,-3_3,-5_4,-7	0.121175839	-0.218267569	0.968164048	0.1238775	-0.220569672	0.967383003	0.001186524	4	0.128054245	-0.228006562	4	37	0x2CD9B1
2,-3_3,-5_5,-7	0.159807073	-0.216975896	0.962766291	0.154611406	-0.219605278	0.963129168	0.002432294	3	0.160530291	-0.228012281	2	42	0xA2B5EF
2,-3_4,-5_5,-7	0.167885948	-0.216736854	0.961517358	0.165205258	-0.219228723	0.961496853	0.001158394	3	0.171820903	-0.228007739	4	29	0xEBD1DD
2,-3_4,-5_6,-7	0.191513575	-0.215751899	0.957234749	0.191216373	-0.218177189	0.956867103	0.004941219	2	0.199835873	-0.228012007	2	24	0xCD5661
2,-3_4,-5_7,-7	0.214928678	-0.214664039	0.952579429	0.216990651	-0.216991217	0.951664046	0.001111583	1	0.22801182	-0.228012415	4	26	0x94889A
2,-3_5,-5_7,-7	0.22224786	-0.214298496	0.95091317	0.227039043	-0.216475209	0.949394702	0.002297963	1	0.239140836	-0.228013921	2	22	0x31E8D3
2,0_3,-1_4,-1	0.124176135	-0.033588126	0.991435398	0.12690126	-0.038945211	0.991012251	0.002727124	28	0.128052161	-0.039298415	2	29	0xEBD1DD
2,0_3,-1_4,-2	0.123913864	-0.074125346	0.989341401	0.126681455	-0.071089125	0.989299356	0.001298248	24	0.128051691	-0.071858052	4	40	0x80B44E
2,0_3,-1_5,-1	0.163613762	-0.033588126	0.985624818	0.158350626	-0.038769294	0.986441981	0.005584296	21	0.160527055	-0.039302153	1	17	0x04C315
2,0_3,-1_5,-2	0.163260532	-0.073078736	0.983622282	0.158079197	-0.070760808	0.984752924	0.00265824	18	0.160526761	-0.071856408	2	38	0x654A58
2,0_3,0_4,0	0.124244396	-7.18E-15	0.991980399	0.12699698	1.22E-07	0.991768325	0.00570292	32	0.128051055	1.23E-07	2	24	0xCD5661
2,0_3,0_5,0	0.163378152	-7.16E-15	0.986227739	0.158468557	1.21E-07	0.987187999	0.011673283	24	0.160525206	1.23E-07	1	23	0x27DC4F
2,0_3,1_4,1	0.124176135	0.033588126	0.991435398	0.126901258	0.038945466	0.991012242	0.002727273	28	0.12805216	0.039298673	2	30	0xBBA8B9
2,0_3,1_4,2	0.123913864	0.074125346	0.989341401	0.126681453	0.071089255	0.989299347	0.001298378	24	0.128051689	0.071858184	4	41	0x022CA7
2,0_3,1_5,1	0.163613762	0.033588126	0.985624818	0.158350623	0.038769546	0.986441972	0.005584599	21	0.160527053	0.039302409	1	21	0x99C8AD
2,0_3,1_5,2	0.163260532	0.073078736	0.983622282	0.158079193	0.070760937	0.984752916	0.002658504	18	0.160526758	0.071856539	2	25	0xBA75E1
2,0_4,-1_5,-1	0.171899944	-0.033588126	0.984289017	0.169185427	-0.038701158	0.984687653	0.002659656	21	0.171816339	-0.039302979	2	18	0xB2D808
2,0_4,-1_5,-2	0.17155456	-0.07272925	0.982311371	0.168896128	-0.070636036	0.983007571	0.001266028	18	0.171815694	-0.071857062	4	36	0x12361A
2,0_4,-1_6,-1	0.195827483	-0.033435434	0.979733423	0.195773603	-0.03850303	0.979718743	0.011332436	14	0.199826332	-0.039300085	1	10	0x01C92D
2,0_4,-1_6,-2	0.19553133	-0.072714205	0.977739406	0.195444384	-0.070279709	0.978063333	0.005394244	12	0.199827943	-0.07185599	2	37	0x2CD9B1
2,0_4,-1_7,-1	0.219797876	-0.033132795	0.974732046	0.222110842	-0.038279677	0.974135326	0.002546081	7	0.2280082	-0.039296057	2	14	0xC013DC
2,0_4,-1_7,-2	0.219310988	-0.072472617	0.972785154	0.221741032	-0.069874428	0.972508356	0.001212339	6	0.228009385	-0.071849694	4	24	0xCD5661
2,0_4,0_5,0	0.171769995	-7.16E-15	0.984878229	0.169312361	1.21E-07	0.985429537	0.005559009	24	0.171815796	1.22E-07	2	27	0xD0426E
2,0_4,0_6,0	0.196025755	-7.16E-15	0.980260997	0.195922154	1.20E-07	0.98044861	0.023689361	16	0.19982909	1.22E-07	1	7	0x3E6E6C
2,0_4,0_7,0	0.220028673	-7.16E-15	0.975238338	0.222274985	1.18E-07	0.974852966	0.005324684	8	0.228008728	1.21E-07	2	6	0x58D62C
2,0_4,1_5,1	0.171899944	0.033588126	0.984289017	0.169185425	0.038701409	0.984687644	0.0026598	21	0.171816338	0.039303234	2	19	0x04696B
2,0_4,1_5,2	0.17155456	0.07272925	0.982311371	0.168896125	0.070636164	0.983007562	0.001266154	18	0.171815692	0.071857193	4	22	0x31E8D3
2,0_4,1_6,1	0.195827483	0.033435434	0.979733423	0.1957736	0.038503278	0.979718735	0.011333047	14	0.19982633	0.039300339	1	28	0xA2ACDF
2,0_4,1_6,2	0.19553133	0.072714205	0.977739406	0.195444379	0.070279837	0.978063325	0.005394776	12	0.19982794	0.071856121	2	9	0x886BB7
2,0_4,1_7,1	0.219797876	0.033132795	0.974732046	0.222110839	0.038279923	0.974135318	0.002546218	7	0.228008199	0.039296309	2	4	0x7EE018
2,0_4,1_7,2	0.219310988	0.072472617	0.972785154	0.221741028	0.069874554	0.972508347	0.001212458	6	0.228009383	0.071849824	4	8	0x9D1E9C
2,0_5,-1_7,-1	0.227266853	-0.033070755	0.972950971	0.232365036	-0.038186303	0.971703368	0.005260572	7	0.239131657	-0.039298312	1	9	0x886BB7
2,0_5,-1_7,-2	0.2267139	-0.072361398	0.971026249	0.231982941	-0.069702198	0.970087816	0.002505561	6	0.239136022	-0.071851431	2	20	0x46269E
2,0_5,0_7,0	0.227516081	-7.17E-15	0.973449632	0.232535698	1.18E-07	0.972415786	0.011001682	8	0.239131965	1.21E-07	1	12	0xFE2284
2,0_5,1_7,1	0.227266853	0.033070755	0.972950971	0.232365032	0.038186547	0.97170336	0.005260853	7	0.239131655	0.039298564	1	1	0x53B6C2
2,0_5,1_7,2	0.2267139	0.072361398	0.971026249	0.231982935	0.069702323	0.970087808	0.002505806	6	0.239136018	0.071851561	2	10	0x01C92D
2,1_3,1_4,2	0.123977389	0.065741661	0.98984859	0.126767763	0.060008632	0.989978075	0.002715052	24	0.128051082	0.060616123	2	33	0xA79A7B
2,1_3,1_5,2	0.163363288	0.064725804	0.984112544	0.15818874	0.059731234	0.985421853	0.005558932	18	0.160528955	0.060614887	1	29	0xEBD1DD
2,1_3,2_4,2	0.123913864	0.074125346	0.989341401	0.126681453	0.071089255	0.989299347	0.001298378	24	0.128051689	0.071858184	4	43	0xA40B86
2,1_3,2_4,3	0.123640651	0.098522808	0.987160036	0.126378733	0.098608447	0.986935379	0.005591684	20	0.12805168	0.099913783	2	44	0xE06708
2,1_3,2_4,4	0.12335612	0.123444684	0.98447665	0.125991348	0.125995718	0.983905004	0.001270556	16	0.12805235	0.128056792	4	45	0xB25CA0
2,1_3,2_5,2	0.163260532	0.073078736	0.983622282	0.158079193	0.070760937	0.984752916	0.002658504	18	0.160526758	0.071856539	2	34	0x371036
2,1_3,2_5,3	0.162750599	0.098147092	0.981442179	0.157706407	0.098154761	0.982421202	0.011448886	15	0.160528302	0.099911078	1	23	0x27DC4F
2,1_3,2_5,4	0.162299702	0.122692587	0.978836515	0.157226171	0.125419033	0.979432317	0.002601331	12	0.160527857	0.128052782	2	27	0xD0426E
2,1_3,3_4,4	0.123288208	0.131616116	0.983351586	0.125804912	0.136771514	0.982445885	0.002634092	16	0.128052765	0.139215316	2	46	0x65872E
2,1_3,3_4,5	0.122526343	0.170538877	0.97752828	0.125198552	0.167983458	0.977715927	0.001239177	12	0.128052074	0.171812132	4	20	0x46269E
2,1_3,3_5,4	0.16213212	0.130824697	0.977734356	0.156995702	0.136148095	0.977993022	0.00539527	12	0.160528448	0.139211725	1	21	0x99C8AD
2,1_3,3_5,5	0.161233638	0.169582743	0.971992234	0.156251588	0.167227867	0.973325611	0.002536888	9	0.160533727	0.171810816	2	25	0xBA75E1
2,1_4,1_5,2	0.17164048	0.064344857	0.982803343	0.169012585	0.059624539	0.983673041	0.002647882	18	0.171817848	0.060614184	2	36	0x12361A
2,1_4,1_6,2	0.195634646	0.064329684	0.978227876	0.19557655	0.059319734	0.978719169	0.01128735	12	0.199829079	0.060609555	1	18	0xB2D808
2,1_4,1_7,2	0.219462608	0.064086778	0.973261464	0.221886385	0.058979452	0.973153366	0.002536365	6	0.228007622	0.060606533	2	14	0xC013DC
2,1_4,2_5,2	0.17155456	0.07272925	0.982311371	0.168896125	0.070636164	0.983007562	0.001266154	18	0.171815692	0.071857193	4	37	0x2CD9B1
2,1_4,2_5,3	0.171077713	0.098003863	0.980115888	0.168499695	0.097982102	0.980688164	0.005453093	15	0.171817812	0.099911578	2	47	0xCAD5EC
2,1_4,2_5,4	0.170555392	0.122622388	0.977515617	0.167989082	0.125195086	0.97771547	0.001238931	12	0.171817965	0.128048589	4	28	0xA2ACDF
2,1_4,2_6,2	0.19553133	0.072714205	0.977739406	0.195444379	0.070279837	0.978063325	0.005394776	12	0.19982794	0.071856121	2	31	0xA6F4DA
2,1_4,2_6,3	0.195179086	0.097454126	0.975575419	0.194986742	0.097498294	0.975778584	0.02323771	10	0.199826831	0.099918461	1	7	0x3E6E6C
2,1_4,2_6,4	0.194597994	0.122106688	0.972995942	0.194402851	0.124578867	0.972849786	0.005281627	8	0.199828231	0.128055604	2	15	0x746209
2,1_4,2_7,2	0.219310988	0.072472617	0.972785154	0.221741028	0.069874554	0.972508347	0.001212458	6	0.228009383	0.071849824	4	16	0xB1DC76
2,1_4,2_7,3	0.218942063	0.096827219	0.970664284	0.221229884	0.096945045	0.970261512	0.005222587	5	0.228010574	0.099916408	2	6	0x58D62C
2,1_4,2_7,4	0.218393121	0.121402687	0.968107337	0.220575032	0.123875516	0.967382049	0.00118701	4	0.228012327	0.12805232	4	11	0x5D8DF5
2,1_4,3_5,4	0.170430152	0.130682035	0.97641749	0.167741714	0.135909041	0.976283653	0.002569779	12	0.171816576	0.139210608	2	30	0xBBA8B9
2,1_4,3_5,5	0.169469154	0.169333172	0.970708703	0.166948294	0.166936178	0.97164087	0.001208719	9	0.171820988	0.171808518	4	26	0x94889A
2,1_4,3_6,4	0.194373125	0.130089974	0.971933699	0.194123672	0.13523831	0.971438726	0.010952214	8	0.199831103	0.139214453	1	32	0xC928A6
2,1_4,3_6,5	0.193267429	0.16856151	0.966305363	0.193209188	0.166119865	0.966864976	0.005152069	6	0.19983058	0.171812889	2	8	0x9D1E9C
2,1_4,3_7,4	0.218203929	0.129442536	0.967032777	0.220256332	0.1344829	0.965994973	0.002462477	4	0.228009812	0.139216977	2	20	0x46269E
2,1_4,3_7,5	0.21683527	0.167653011	0.961534143	0.219231858	0.165194781	0.961497869	0.001158877	3	0.228010758	0.171809825	4	1	0x53B6C2
2,1_5,1_7,2	0.226887456	0.063975421	0.971496566	0.232131373	0.058834291	0.970728723	0.005240298	6	0.239131044	0.060608375	1	5	0x4886AE
2,1_5,2_7,2	0.2267139	0.072361398	0.971026249	0.231982935	0.069702323	0.970087808	0.002505806	6	0.239136018	0.071851561	2	24	0xCD5661
2,1_5,2_7,3	0.226379369	0.096727015	0.968898214	0.231450096	0.096705138	0.967857883	0.010793694	5	0.239136447	0.099916672	1	2	0x1C5F5E
2,1_5,2_7,4	0.225783337	0.121248133	0.966361628	0.230768702	0.12357281	0.96499932	0.002453719	4	0.23913872	0.128054816	2	19	0x04696B
2,1_5,3_7,4	0.225531663	0.129217838	0.965313673	0.230436054	0.134150362	0.963623314	0.005088455	4	0.239134993	0.139214525	1	13	0x7811E1
2,1_5,3_7,5	0.224292259	0.167358281	0.959804059	0.229367785	0.164797375	0.959158359	0.002394338	3	0.239134428	0.171814563	2	9	0x886BB7
2,2_3,3_4,4	0.12335612	0.123444684	0.98447665	0.125991348	0.125995718	0.983905004	0.001270556	16	0.12805235	0.128056792	4	48	0x60E86C
2,2_3,3_4,5	0.122598239	0.162352182	0.978837309	0.125418766	0.15722121	0.979433081	0.002602184	12	0.128052409	0.160522666	2	49	0xCB4103
2,2_3,3_5,4	0.162299702	0.122692587	0.978836515	0.157226171	0.125419033	0.979432317	0.002601331	12	0.160527857	0.128052782	2	50	0xF6B275
2,2_3,3_5,5	0.161564903	0.161457358	0.973244262	0.156520071	0.156514744	0.97501988	0.005329538	9	0.160530132	0.16052467	1	29	0xEBD1DD
2,2_3,4_4,5	0.122526343	0.170538877	0.97752828	0.125198552	0.167983458	0.977715927	0.001239177	12	0.128052074	0.171812132	4	43	0xA40B86
2,2_3,4_4,6	0.121752463	0.194428393	0.973076944	0.124576024	0.194403092	0.972850028	0.005279806	8	0.128052649	0.199828428	2	36	0x12361A
2,2_3,4_4,7	0.121175839	0.218267569	0.968164048	0.123877493	0.220569795	0.967382976	0.0011869	4	0.128054241	0.228006695	4	37	0x2CD9B1
2,2_3,4_5,5	0.161233638	0.169582743	0.971992234	0.156251588	0.167227867	0.973325611	0.002536888	9	0.160533727	0.171810816	2	51	0x090C1F
2,2_3,4_5,6	0.160613192	0.19331213	0.967580204	0.155479073	0.193544956	0.968523544	0.010814649	6	0.160532053	0.199835056	1	23	0x27DC4F
2,2_3,4_5,7	0.159807073	0.216975896	0.962766291	0.154611393	0.2196054	0.963129143	0.00243306	3	0.160530282	0.228012413	2	22	0x31E8D3
2,2_3,5_4,7	0.121015134	0.225943175	0.966351514	0.123569803	0.230759153	0.965001946	0.002452016	4	0.128051351	0.239128173	2	31	0xA6F4DA
2,2_3,5_5,7	0.159489789	0.22461101	0.960996232	0.154236873	0.229752777	0.960778969	0.005025393	3	0.160533148	0.239131771	1	30	0xBBA8B9
2,2_4,3_5,4	0.170555392	0.122622388	0.977515617	0.167989082	0.125195086	0.97771547	0.001238931	12	0.171817965	0.128048589	4	52	0x1852D8
2,2_4,3_5,5	0.169762929	0.161121561	0.971978422	0.167234284	0.156242576	0.973326043	0.002538781	9	0.171817332	0.160524396	2	33	0xA79A7B
2,2_4,3_6,4	0.194597994	0.122106688	0.972995942	0.194402851	0.124578867	0.972849786	0.005281627	8	0.199828231	0.128055604	2	38	0x654A58
2,2_4,3_6,5	0.193472436	0.160450194	0.967568152	0.193542609	0.155472412	0.968525065	0.010821699	6	0.199832318	0.160524924	1	34	0x371036
2,2_4,3_7,4	0.218393121	0.121402687	0.968107337	0.220575032	0.123875516	0.967382049	0.00118701	4	0.228012327	0.12805232	4	35	0xB003BA
2,2_4,3_7,5	0.217216933	0.159611179	0.962741726	0.219603274	0.15460879	0.963130015	0.002433242	3	0.22801	0.160527434	2	22	0x31E8D3
2,2_4,4_5,5	0.169469154	0.169333172	0.970708703	0.166948294	0.166936178	0.97164087	0.001208719	9	0.171820988	0.171808518	4	53	0x6D8B3E
2,2_4,4_5,6	0.168695844	0.193044762	0.966330249	0.166125682	0.193211659	0.966863592	0.005152079	6	0.171819152	0.199833421	2	35	0xB003BA
2,2_4,4_5,7	0.167885948	0.216736854	0.961517358	0.165205248	0.219228844	0.961496827	0.001158759	3	0.171820898	0.228007871	4	24	0xCD5661
2,2_4,4_6,5	0.193267429	0.16856151	0.966305363	0.193209188	0.166119865	0.966864976	0.005152069	6	0.19983058	0.171812889	2	31	0xA6F4DA
2,2_4,4_6,6	0.192360366	0.192185292	0.961990515	0.192271769	0.192273351	0.962156721	0.021967329	4	0.199834149	0.199835792	1	39	0x6CD583
2,2_4,4_6,7	0.191513575	0.215751899	0.957234749	0.191216358	0.218177309	0.956867079	0.004942766	2	0.199835863	0.228012138	2	2	0x1C5F5E
2,2_4,4_7,5	0.21683527	0.167653011	0.961534143	0.219231858	0.165194781	0.961497869	0.001158877	3	0.228010758	0.171809825	4	36	0x12361A
2,2_4,4_7,6	0.215891508	0.191265191	0.957253722	0.218176754	0.191216727	0.956867095	0.004940998	2	0.228011555	0.199836244	2	5	0x4886AE
2,2_4,4_7,7	0.214928678	0.214664039	0.952579429	0.216990639	0.216991336	0.951664021	0.001111929	1	0.228011814	0.228012545	4	7	0x3E6E6C
2,2_4,5_5,7	0.167575681	0.224359406	0.959751692	0.164801332	0.229364154	0.959158606	0.002393976	3	0.171818644	0.239130581	2	14	0xC013DC
2,2_4,5_6,7	0.19109023	0.223418235	0.95548818	0.190756972	0.228267964	0.954562013	0.01021127	2	0.199837171	0.239133719	1	10	0x01C92D
2,2_4,5_7,7	0.214490032	0.222293273	0.950856332	0.216474538	0.227033776	0.949396094	0.00229742	1	0.22801288	0.239134938	2	4	0x7EE018
2,2_5,3_7,4	0.225783337	0.121248133	0.966361628	0.230768702	0.12357281	0.96499932	0.002453719	4	0.23913872	0.128054816	2	40	0x80B44E
2,2_5,3_7,5	0.224562378	0.159430347	0.961017545	0.229757886	0.154231075	0.960778619	0.005028927	3	0.239137176	0.160527173	1	18	0xB2D808
2,2_5,4_7,5	0.224292259	0.167358281	0.959804059	0.229367785	0.164797375	0.959158359	0.002394338	3	0.239134428	0.171814563	2	16	0xB1DC76
2,2_5,4_7,6	0.223304196	0.190916963	0.955552213	0.228272389	0.190758405	0.954560659	0.010212437	2	0.239138694	0.199838956	1	17	0x04C315
2,2_5,4_7,7	0.22224786	0.214298496	0.95091317	0.227039025	0.216475327	0.94939468	0.002298677	1	0.239140823	0.228014051	2	15	0x746209
2,2_5,5_7,7	0.221801121	0.221911314	0.949199391	0.22650152	0.226497039	0.947142695	0.004749462	1	0.239141918	0.239137186	1	3	0x772E10
2,3_3,5_4,7	0.121175839	0.218267569	0.968164048	0.123877493	0.220569795	0.967382976	0.0011869	4	0.128054241	0.228006695	4	38	0x654A58
2,3_3,5_5,7	0.159807073	0.216975896	0.962766291	0.154611393	0.2196054	0.963129143	0.00243306	3	0.160530282	0.228012413	2	42	0xA2B5EF
2,3_4,5_5,7	0.167885948	0.216736854	0.961517358	0.165205248	0.219228844	0.961496827	0.001158759	3	0.171820898	0.228007871	4	41	0x022CA7
2,3_4,5_6,7	0.191513575	0.215751899	0.957234749	0.191216358	0.218177309	0.956867079	0.004942766	2	0.199835863	0.228012138	2	13	0x7811E1
2,3_4,5_7,7	0.214928678	0.214664039	0.952579429	0.216990639	0.216991336	0.951664021	0.001111929	1	0.228011814	0.228012545	4	27	0xD0426E
2,3_5,5_7,7	0.22224786	0.214298496	0.95091317	0.227039025	0.216475327	0.94939468	0.002298677	1	0.239140823	0.228014051	2	21	0x99C8AD
3,-1_5,-1_7,-2	0.219462608	-0.064086778	0.973261464	0.22188639	-0.058979208	0.973153381	0.002536155	6	0.228007624	-0.060606282	2	33	0xA79A7B
3,-1_5,-2_7,-2	0.219310988	-0.072472617	0.972785154	0.221741032	-0.069874428	0.972508356	0.001212339	6	0.228009385	-0.071849694	4	34	0x371036
3,-1_5,-2_7,-3	0.218942063	-0.096827219	0.970664284	0.221229892	-0.096944812	0.970261534	0.005221875	5	0.228010577	-0.099916165	2	21	0x99C8AD
3,-1_5,-2_7,-4	0.218393121	-0.121402687	0.968107337	0.220575039	-0.123875391	0.967382064	0.001186802	4	0.228012331	-0.128052189	4	40	0x80B44E
3,-1_5,-3_7,-4	0.218203929	-0.129442536	0.967032777	0.220256343	-0.13448266	0.965995003	0.002462009	4	0.228009816	-0.139216724	2	38	0x654A58
3,-1_5,-3_7,-5	0.21683527	-0.167653011	0.961534143	0.219231867	-0.165194659	0.961497888	0.001158606	3	0.228010763	-0.171809695	4	41	0x022CA7
3,-2_5,-3_7,-4	0.218393121	-0.121402687	0.968107337	0.220575039	-0.123875391	0.967382064	0.001186802	4	0.228012331	-0.128052189	4	43	0xA40B86
3,-2_5,-3_7,-5	0.217216933	-0.159611179	0.962741726	0.219603287	-0.154608554	0.96313005	0.002432709	3	0.228010004	-0.160527183	2	42	0xA2B5EF
3,-2_5,-4_7,-5	0.21683527	-0.167653011	0.961534143	0.219231867	-0.165194659	0.961497888	0.001158606	3	0.228010763	-0.171809695	4	45	0xB25CA0
3,-2_5,-4_7,-6	0.215891508	-0.191265191	0.957253722	0.218176769	-0.191216503	0.956867136	0.004939651	2	0.228011561	-0.199836002	2	31	0xA6F4DA
3,-2_5,-4_7,-7	0.214928678	-0.214664039	0.952579429	0.216990651	-0.216991217	0.951664046	0.001111583	1	0.22801182	-0.228012415	4	30	0xBBA8B9
3,-2_5,-5_7,-7	0.214490032	-0.222293273	0.950856332	0.216474556	-0.227033547	0.949396144	0.002296671	1	0.228012887	-0.239134684	2	25	0xBA75E1
3,-3_5,-5_7,-7	0.214928678	-0.214664039	0.952579429	0.216990651	-0.216991217	0.951664046	0.001111583	1	0.22801182	-0.228012415	4	33	0xA79A7B
3,0_5,-1_7,-1	0.219797876	-0.033132795	0.974732046	0.222110842	-0.038279677	0.974135326	0.002546081	7	0.2280082	-0.039296057	2	15	0x746209
3,0_5,-1_7,-2	0.219310988	-0.072472617	0.972785154	0.221741032	-0.069874428	0.972508356	0.001212339	6	0.228009385	-0.071849694	4	39	0x6CD583
3,0_5,0_7,0	0.220028673	-7.16E-15	0.975238338	0.222274985	1.18E-07	0.974852966	0.005324684	8	0.228008728	1.21E-07	2	22	0x31E8D3
3,0_5,1_7,1	0.219797876	0.033132795	0.974732046	0.222110839	0.038279923	0.974135318	0.002546218	7	0.228008199	0.039296309	2	17	0x04C315
3,0_5,1_7,2	0.219310988	0.072472617	0.972785154	0.221741028	0.069874554	0.972508347	0.001212458	6	0.228009383	0.071849824	4	33	0xA79A7B
3,1_5,1_7,2	0.219462608	0.064086778	0.973261464	0.221886385	0.058979452	0.973153366	0.002536365	6	0.228007622	0.060606533	2	30	0xBBA8B9
3,1_5,2_7,2	0.219310988	0.072472617	0.972785154	0.221741028	0.069874554	0.972508347	0.001212458	6	0.228009383	0.071849824	4	39	0x6CD583
3,1_5,2_7,3	0.218942063	0.096827219	0.970664284	0.221229884	0.096945045	0.970261512	0.005222587	5	0.228010574	0.099916408	2	26	0x94889A
3,1_5,2_7,4	0.218393121	0.121402687	0.968107337	0.220575032	0.123875516	0.967382049	0.00118701	4	0.228012327	0.12805232	4	41	0x022CA7
3,1_5,3_7,4	0.218203929	0.129442536	0.967032777	0.220256332	0.1344829	0.965994973	0.002462477	4	0.228009812	0.139216977	2	43	0xA40B86
3,1_5,3_7,5	0.21683527	0.167653011	0.961534143	0.219231858	0.165194781	0.961497869	0.001158877	3	0.228010758	0.171809825	4	37	0x2CD9B1
3,2_5,3_7,4	0.218393121	0.121402687	0.968107337	0.220575032	0.123875516	0.967382049	0.00118701	4	0.228012327	0.12805232	4	44	0xE06708
3,2_5,3_7,5	0.217216933	0.159611179	0.962741726	0.219603274	0.15460879	0.963130015	0.002433242	3	0.22801	0.160527434	2	42	0xA2B5EF
3,2_5,4_7,5	0.21683527	0.167653011	0.961534143	0.219231858	0.165194781	0.961497869	0.001158877	3	0.228010758	0.171809825	4	45	0xB25CA0
3,2_5,4_7,6	0.215891508	0.191265191	0.957253722	0.218176754	0.191216727	0.956867095	0.004940998	2	0.228011555	0.199836244	2	28	0xA2ACDF
3,2_5,4_7,7	0.214928678	0.214664039	0.952579429	0.216990639	0.216991336	0.951664021	0.001111929	1	0.228011814	0.228012545	4	29	0xEBD1DD
3,2_5,5_7,7	0.214490032	0.222293273	0.950856332	0.216474538	0.227033776	0.949396094	0.00229742	1	0.22801288	0.239134938	2	20	0x46269E
3,3_5,5_7,7	0.214928678	0.214664039	0.952579429	0.216990639	0.216991336	0.951664021	0.001111929	1	0.228011814	0.228012545	4	32	0xC928A6
